## L1Farm (2025)
# Subset RG-L1 HG38 (BC)

## L1Farm site:
# https://github.com/ferrasa/l1farm/

## Reference:
# A comprehensive identification and annotation of mobile LINE-1 retrotransposons across human reference and personal genomes. (Unpublished)

## Genome Assembly:
# Genome Reference Consortium Human Build 38 (GCA_000001405.15), including patch release 12 (GRCh38.p12, GCA_000001405.27).

## Columns description:
# (01)	Chromosome name. 
# (02)	Starting position of the feature in the chromosome.
# (03)	Ending position of the feature in the chromosome.
# (04)	Name of the L1 subfamily.
# (05)	Name of the L1 subfamily region.
# (06)	Strand.
# (07)	Number of mismatches (in bp).
# (08)	Number of deletions (in bp).
# (09)	Number of insertions (in bp).
# (10)	Locus length (in bp).
# (11)	Sequence identity (0.70 - 1.00) or (0.99 - 1.00).
# (12)	Sequence similarity (0.90 - 1.00).

chr4	16942776	16943680	L1HS	5UTR	+	5	0	2	904	0.994481	0.997792
chr11	93136638	93137548	L1HS	5UTR	+	4	4	0	910	0.995585	0.995585
chr11	24327950	24328856	L1HS	5UTR	+	7	0	0	906	0.992274	1
chr18	37819737	37820644	L1HS	5UTR	+	6	1	0	907	0.993377	0.998896
chrX	64257470	64258377	L1HS	5UTR	-	6	1	0	907	0.993377	0.998896
chr6	2422898	2423805	L1HS	5UTR	-	6	1	0	907	0.993377	0.998896
chrX	56695884	56696791	L1HS	5UTR	+	6	1	0	907	0.993377	0.998896
chrX	96062938	96063845	L1HS	5UTR	-	6	1	0	907	0.993377	0.998896
chr1	146722313	146723220	L1HS	5UTR	-	6	1	0	907	0.993377	0.998896
chr12_GL383551v1_alt	96323	97230	L1HS	5UTR	-	6	1	0	907	0.993377	0.998896
chrX	50024600	50025507	L1HS	5UTR	-	6	1	0	907	0.993377	0.998896
chr5	177772245	177773152	L1HS	5UTR	+	6	1	0	907	0.993377	0.998896
chr15	54931195	54932102	L1HS	5UTR	-	6	1	0	907	0.993377	0.998896
chr6	72993781	72994688	L1HS	5UTR	-	6	1	0	907	0.993377	0.998896
chr2	129416497	129417401	L1HS	5UTR	-	3	1	3	904	0.996689	0.997792
chrY	5611295	5612201	L1HS	5UTR	-	5	1	1	906	0.994481	1
chr4	79966908	79967812	L1HS	5UTR	+	6	0	2	904	0.993377	0.997792
chr6	156034135	156035041	L1HS	5UTR	+	8	0	0	906	0.99117	1
chr6	24816802	24817707	L1HS	5UTR	-	5	1	2	905	0.994481	0.998896
chr10	6374762	6375669	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chr12	3504323	3505230	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chr9	110417102	110418009	L1HS	5UTR	+	7	1	0	907	0.992274	0.998896
chr16	73829526	73830433	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chr14	61060243	61061150	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chr12	69778536	69779443	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chr1	180871938	180872845	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chr11	31320776	31321683	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chrX	73106142	73107049	L1HS	5UTR	+	7	1	0	907	0.992274	0.998896
chr7	66291979	66292886	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chr6	112703745	112704652	L1HS	5UTR	+	7	1	0	907	0.992274	0.998896
chr2	143860956	143861863	L1HS	5UTR	+	7	1	0	907	0.992274	0.998896
chr10	85355506	85356413	L1HS	5UTR	+	7	1	0	907	0.992274	0.998896
chr9	110791097	110792004	L1HS	5UTR	+	7	1	0	907	0.992274	0.998896
chr2	36117632	36118539	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chrX	26319543	26320450	L1HS	5UTR	-	7	1	0	907	0.992274	0.998896
chrX	106469286	106470190	L1HS	5UTR	+	4	1	3	904	0.995585	0.997792
chr2	102571481	102572387	L1HS	5UTR	-	6	1	1	906	0.993377	1
chr14	70547291	70548197	L1HS	5UTR	+	6	1	1	906	0.993377	1
chr4	79937715	79938623	L1HS	5UTR	+	4	4	2	908	0.995585	0.997792
chr5	86510690	86511596	L1HS	5UTR	+	6	1	1	906	0.993377	1
chr5	156067058	156067968	L1HS	5UTR	-	6	4	0	910	0.993377	0.995585
chr8	72880683	72881593	L1HS	5UTR	-	6	4	0	910	0.993377	0.995585
chr6	70010347	70011253	L1HS	5UTR	+	9	0	0	906	0.990066	1
chr15	51422342	51423247	L1HS	5UTR	-	6	1	2	905	0.993377	0.998896
chr13	31302315	31303220	L1HS	5UTR	+	6	1	2	905	0.993377	0.998896
chr3	132951131	132952036	L1HS	5UTR	-	6	1	2	905	0.993377	0.998896
chr20	12806142	12807047	L1HS	5UTR	-	6	1	2	905	0.993377	0.998896
chr9	94118661	94119566	L1HS	5UTR	-	6	1	2	905	0.993377	0.998896
chr1	118852352	118853257	L1HS	5UTR	+	6	1	2	905	0.993377	0.998896
chr22	28663283	28664190	L1HS	5UTR	+	8	1	0	907	0.99117	0.998896
chr1	196224497	196225404	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr1	237075262	237076169	L1HS	5UTR	+	8	1	0	907	0.99117	0.998896
chr7	63153954	63154861	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr9	113442686	113443593	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr12	44113329	44114236	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr2	177973073	177973980	L1HS	5UTR	+	8	1	0	907	0.99117	0.998896
chr2	16598853	16599760	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr18	70751676	70752583	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chrX	54123840	54124747	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr10	5245353	5246260	L1HS	5UTR	+	8	1	0	907	0.99117	0.998896
chr3	103561664	103562571	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr4	19083026	19083933	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr2	196905587	196906494	L1HS	5UTR	+	8	1	0	907	0.99117	0.998896
chr2	232154324	232155231	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr5	13416497	13417404	L1HS	5UTR	+	8	1	0	907	0.99117	0.998896
chr20	11632775	11633682	L1HS	5UTR	+	8	1	0	907	0.99117	0.998896
chr16	68588600	68589507	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr5	58384174	58385081	L1HS	5UTR	+	8	1	0	907	0.99117	0.998896
chr5	75642233	75643140	L1HS	5UTR	+	8	1	0	907	0.99117	0.998896
chr5	15911646	15912553	L1HS	5UTR	-	8	1	0	907	0.99117	0.998896
chr22	48990888	48991794	L1HS	5UTR	-	7	1	1	906	0.992274	1
chr8	91527219	91528123	L1HS	5UTR	-	8	0	2	904	0.99117	0.997792
chr14	63121833	63122738	L1HS	5UTR	-	5	2	3	905	0.994481	0.998896
chr4	166569976	166570882	L1HS	5UTR	+	10	0	0	906	0.988962	1
chr4	78347981	78348886	L1HS	5UTR	+	7	1	2	905	0.992274	0.998896
chr13	76617946	76618853	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr16	9589617	9590524	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr4	61945057	61945964	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr5	105518369	105519276	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr4	98597558	98598465	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr1	86684207	86685114	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr4	79704549	79705456	L1HS	5UTR	+	9	1	0	907	0.990066	0.998896
chr4	74722682	74723589	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr17	9615985	9616892	L1HS	5UTR	+	9	1	0	907	0.990066	0.998896
chr20	55859563	55860470	L1HS	5UTR	+	9	1	0	907	0.990066	0.998896
chr2	106130892	106131799	L1HS	5UTR	+	9	1	0	907	0.990066	0.998896
chr7	30439242	30440149	L1HS	5UTR	+	9	1	0	907	0.990066	0.998896
chrY	4954036	4954943	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr13	34485389	34486296	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr18	75846851	75847758	L1HS	5UTR	+	9	1	0	907	0.990066	0.998896
chr5	152345147	152346054	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr1	34571200	34572107	L1HS	5UTR	-	9	1	0	907	0.990066	0.998896
chr5	166971906	166972820	L1HS	5UTR	-	5	8	0	914	0.994481	0.99117
chr7	7465092	7465998	L1HS	5UTR	+	8	1	1	906	0.99117	1
chr1	209918919	209919825	L1HS	5UTR	-	8	1	1	906	0.99117	1
chr6	94203154	94204062	L1HS	5UTR	-	8	2	0	908	0.99117	0.997792
chr4	169520628	169521534	L1HS	5UTR	-	8	1	1	906	0.99117	1
chr14	85885596	85886501	L1HS	5UTR	+	8	1	2	905	0.99117	0.998896
chr1	247687174	247688079	L1HS	5UTR	+	8	1	2	905	0.99117	0.998896
chr11	36556732	36557637	L1HS	5UTR	-	8	1	2	905	0.99117	0.998896
chr2	193217543	193218450	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chrX	147653734	147654641	L1HS	5UTR	+	10	1	0	907	0.988962	0.998896
chr11	109182621	109183528	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr8	136443200	136444107	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr14	44710199	44711106	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr8	40432212	40433119	L1HS	5UTR	+	10	1	0	907	0.988962	0.998896
chr11	85324758	85325665	L1HS	5UTR	+	10	1	0	907	0.988962	0.998896
chr1	197707714	197708621	L1HS	5UTR	+	10	1	0	907	0.988962	0.998896
chr9_KI270823v1_alt	158473	159380	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr5	111302231	111303138	L1HS	5UTR	+	10	1	0	907	0.988962	0.998896
chr7	111963193	111964100	L1HS	5UTR	+	10	1	0	907	0.988962	0.998896
chr6	93870878	93871785	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr4	27380814	27381721	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr7	147847718	147848625	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr9	101107270	101108177	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr20_GL383577v2_alt	109151	110058	L1HS	5UTR	+	10	1	0	907	0.988962	0.998896
chr7	141067137	141068044	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr4	52816456	52817363	L1HS	5UTR	+	10	1	0	907	0.988962	0.998896
chr4	57567442	57568349	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr14	30689932	30690839	L1HS	5UTR	-	10	1	0	907	0.988962	0.998896
chr6	83333952	83334858	L1HS	5UTR	+	9	1	1	906	0.990066	1
chr8	27113619	27114521	L1HS	5UTR	+	7	1	5	902	0.992274	0.995585
chr18	41775014	41775922	L1HS	5UTR	+	9	2	0	908	0.990066	0.997792
chr5	79784039	79784941	L1HS	5UTR	-	7	1	5	902	0.992274	0.995585
chr4	23614771	23615679	L1HS	5UTR	+	9	2	0	908	0.990066	0.997792
chr5	39787649	39788557	L1HS	5UTR	+	9	2	0	908	0.990066	0.997792
chr7	97613656	97614564	L1HS	5UTR	+	9	2	0	908	0.990066	0.997792
chr12	51567756	51568659	L1HS	5UTR	-	7	1	4	903	0.992274	0.996689
chr11	78682899	78683804	L1HS	5UTR	-	9	1	2	905	0.990066	0.998896
chr1	237024592	237025497	L1HS	5UTR	-	9	1	2	905	0.990066	0.998896
chr5	146609479	146610390	L1HS	5UTR	+	8	5	0	911	0.99117	0.994481
chrX	130517377	130518282	L1HS	5UTR	+	9	1	2	905	0.990066	0.998896
chr18	47660372	47661277	L1HS	5UTR	+	9	1	2	905	0.990066	0.998896
chr14	48187082	48187989	L1HS	5UTR	+	11	1	0	907	0.987859	0.998896
chr3	46788233	46789140	L1HS	5UTR	-	11	1	0	907	0.987859	0.998896
chr1	71888203	71889110	L1HS	5UTR	+	11	1	0	907	0.987859	0.998896
chr6	84608436	84609343	L1HS	5UTR	+	11	1	0	907	0.987859	0.998896
chr5	160714736	160715643	L1HS	5UTR	-	11	1	0	907	0.987859	0.998896
chr10	109817552	109818459	L1HS	5UTR	-	11	1	0	907	0.987859	0.998896
chr7	99809199	99810106	L1HS	5UTR	+	11	1	0	907	0.987859	0.998896
chr1	85748519	85749426	L1HS	5UTR	+	11	1	0	907	0.987859	0.998896
chr4	15841546	15842453	L1HS	5UTR	+	11	1	0	907	0.987859	0.998896
chr8	95557360	95558267	L1HS	5UTR	-	11	1	0	907	0.987859	0.998896
chr18	72971651	72972558	L1HS	5UTR	-	11	1	0	907	0.987859	0.998896
chr9	83054666	83055573	L1HS	5UTR	-	11	1	0	907	0.987859	0.998896
chr15	83455930	83456837	L1HS	5UTR	-	11	1	0	907	0.987859	0.998896
chr17	70549938	70550845	L1HS	5UTR	-	11	1	0	907	0.987859	0.998896
chr4	189137082	189137984	L1HS	5UTR	+	7	1	5	902	0.992274	0.995585
chr3	3963076	3963982	L1HS	5UTR	+	8	2	2	906	0.99117	1
chr3	90174694	90175600	L1HS	5UTR	-	10	1	1	906	0.988962	1
chr11	82155861	82156765	L1HS	5UTR	+	9	1	3	904	0.990066	0.997792
chr6	19764891	19765793	L1HS	5UTR	+	8	1	5	902	0.99117	0.995585
chr2	166988451	166989365	L1HS	5UTR	+	7	8	0	914	0.992274	0.99117
chr18	13980985	13981893	L1HS	5UTR	-	10	2	0	908	0.988962	0.997792
chr3	26403144	26404048	L1HS	5UTR	-	11	0	2	904	0.987859	0.997792
chr12	13396730	13397635	L1HS	5UTR	-	10	1	2	905	0.988962	0.998896
chr1	93795777	93796682	L1HS	5UTR	-	10	1	2	905	0.988962	0.998896
chr6	115960033	115960938	L1HS	5UTR	+	10	1	2	905	0.988962	0.998896
chr16	54042095	54043000	L1HS	5UTR	+	10	1	2	905	0.988962	0.998896
chr10	33515972	33516877	L1HS	5UTR	-	10	1	2	905	0.988962	0.998896
chr11	90405194	90406099	L1HS	5UTR	-	10	1	2	905	0.988962	0.998896
chr16	83637252	83638171	L1HS	5UTR	+	3	15	2	919	0.996689	0.985651
chr1	218014349	218015254	L1HS	5UTR	-	10	1	2	905	0.988962	0.998896
chrX	127362224	127363129	L1HS	5UTR	+	10	1	2	905	0.988962	0.998896
chr1	174595476	174596381	L1HS	5UTR	-	10	1	2	905	0.988962	0.998896
chr12	90536603	90537510	L1HS	5UTR	+	12	1	0	907	0.986755	0.998896
chr1	121537356	121538263	L1HS	5UTR	-	12	1	0	907	0.986755	0.998896
chr2	153012893	153013800	L1HS	5UTR	-	12	1	0	907	0.986755	0.998896
chr10	105780646	105781553	L1HS	5UTR	-	12	1	0	907	0.986755	0.998896
chr4	119953853	119954760	L1HS	5UTR	-	12	1	0	907	0.986755	0.998896
chr7	25046986	25047893	L1HS	5UTR	-	12	1	0	907	0.986755	0.998896
chr5	102131356	102132263	L1HS	5UTR	+	12	1	0	907	0.986755	0.998896
chrX	83064732	83065639	L1HS	5UTR	-	12	1	0	907	0.986755	0.998896
chr22	15219762	15220669	L1HS	5UTR	-	12	1	0	907	0.986755	0.998896
chr1	68739231	68740138	L1HS	5UTR	-	12	1	0	907	0.986755	0.998896
chr2	148188745	148189649	L1HS	5UTR	+	9	1	3	904	0.990066	0.997792
chr13	92690688	92691594	L1HS	5UTR	-	11	1	1	906	0.987859	1
chr11	93420984	93421882	L1HS	5UTR	+	4	4	12	898	0.995585	0.99117
chr8	135875862	135876769	L1HS	5UTR	+	10	2	1	907	0.988962	0.998896
chr8	58914690	58915595	L1HS	5UTR	+	11	1	2	905	0.987859	0.998896
chr16_KI270853v1_alt	2506567	2507466	L1HS	5UTR	-	8	1	8	899	0.99117	0.992274
chr18	50349084	50349989	L1HS	5UTR	-	11	1	2	905	0.987859	0.998896
chr9	90149605	90150510	L1HS	5UTR	+	11	1	2	905	0.987859	0.998896
chr18_GL383567v1_alt	56891	57796	L1HS	5UTR	-	11	1	2	905	0.987859	0.998896
chr4	48057081	48057986	L1HS	5UTR	-	11	1	2	905	0.987859	0.998896
chr18	5684669	5685574	L1HS	5UTR	+	11	1	2	905	0.987859	0.998896
chr18_GL383570v1_alt	131795	132698	L1HS	5UTR	+	10	1	4	903	0.988962	0.996689
chr1	80944360	80945265	L1HS	5UTR	-	11	1	2	905	0.987859	0.998896
chr18	59409066	59409971	L1HS	5UTR	-	11	1	2	905	0.987859	0.998896
chr1	193722989	193723894	L1HS	5UTR	-	11	1	2	905	0.987859	0.998896
chr12	74874868	74875779	L1HS	5UTR	+	10	5	0	911	0.988962	0.994481
chrX	83542396	83543301	L1HS	5UTR	+	11	1	2	905	0.987859	0.998896
chr1	184845610	184846517	L1HS	5UTR	+	13	1	0	907	0.985651	0.998896
chr2	159294230	159295137	L1HS	5UTR	-	13	1	0	907	0.985651	0.998896
chr11	87345156	87346063	L1HS	5UTR	-	13	1	0	907	0.985651	0.998896
chr6	156330105	156331012	L1HS	5UTR	-	13	1	0	907	0.985651	0.998896
chr15	87509888	87510795	L1HS	5UTR	+	13	1	0	907	0.985651	0.998896
chr13	97672535	97673442	L1HS	5UTR	-	13	1	0	907	0.985651	0.998896
chr14	18288959	18289866	L1HS	5UTR	-	13	1	0	907	0.985651	0.998896
chrX	142477844	142478751	L1HS	5UTR	+	13	1	0	907	0.985651	0.998896
chr14	56667527	56668434	L1HS	5UTR	+	13	1	0	907	0.985651	0.998896
chr5	102189481	102190388	L1HS	5UTR	+	13	1	0	907	0.985651	0.998896
chr2	86660364	86661271	L1HS	5UTR	-	13	1	0	907	0.985651	0.998896
chr4	143100259	143101166	L1HS	5UTR	+	13	1	0	907	0.985651	0.998896
chr4	78105734	78106641	L1HS	5UTR	+	13	1	0	907	0.985651	0.998896
chr2	11001231	11002138	L1HS	5UTR	-	13	1	0	907	0.985651	0.998896
chr8	93405813	93406717	L1HS	5UTR	+	10	1	3	904	0.988962	0.997792
chr4	59078846	59079752	L1HS	5UTR	+	10	2	2	906	0.988962	1
chr8	8470859	8471765	L1HS	5UTR	+	12	1	1	906	0.986755	1
chr8	104744975	104745875	L1HS	5UTR	-	9	1	7	900	0.990066	0.993377
chr4	52538471	52539376	L1HS	5UTR	+	12	1	2	905	0.986755	0.998896
chr19	29459291	29460196	L1HS	5UTR	+	12	1	2	905	0.986755	0.998896
chr16	16845663	16846562	L1HS	5UTR	-	9	1	8	899	0.990066	0.992274
chr3	53370420	53371327	L1HS	5UTR	-	14	1	0	907	0.984547	0.998896
chr6	117102131	117103038	L1HS	5UTR	+	14	1	0	907	0.984547	0.998896
chr4	14755112	14756019	L1HS	5UTR	+	14	1	0	907	0.984547	0.998896
chr4	91978211	91979118	L1HS	5UTR	+	14	1	0	907	0.984547	0.998896
chr2	172315266	172316173	L1HS	5UTR	+	14	1	0	907	0.984547	0.998896
chr18_GL383568v1_alt	65118	66025	L1HS	5UTR	+	14	1	0	907	0.984547	0.998896
chr5	81616088	81616995	L1HS	5UTR	+	14	1	0	907	0.984547	0.998896
chr10	20756788	20757695	L1HS	5UTR	-	14	1	0	907	0.984547	0.998896
chr3	26389862	26390769	L1HS	5UTR	-	14	1	0	907	0.984547	0.998896
chr7	93792774	93793681	L1HS	5UTR	-	14	1	0	907	0.984547	0.998896
chr2	71416599	71417503	L1HS	5UTR	-	11	1	3	904	0.987859	0.997792
chr3	163236940	163237842	L1HS	5UTR	+	11	1	5	902	0.987859	0.995585
chrY	17066059	17066965	L1HS	5UTR	-	13	1	1	906	0.985651	1
chr1	85927067	85927975	L1HS	5UTR	+	13	2	0	908	0.985651	0.997792
chr17	66601706	66602597	L1HS	5UTR	-	6	1	16	891	0.993377	0.983444
chr19	37837503	37838408	L1HS	5UTR	+	13	1	2	905	0.985651	0.998896
chr12	38799645	38800550	L1HS	5UTR	+	13	1	2	905	0.985651	0.998896
chr1	166248180	166249085	L1HS	5UTR	-	13	1	2	905	0.985651	0.998896
chr14	51799728	51800633	L1HS	5UTR	-	13	1	2	905	0.985651	0.998896
chr3	158019676	158020583	L1HS	5UTR	+	15	1	0	907	0.983444	0.998896
chr8	88685705	88686612	L1HS	5UTR	+	15	1	0	907	0.983444	0.998896
chr3	108749393	108750300	L1HS	5UTR	+	15	1	0	907	0.983444	0.998896
chr11	90971397	90972304	L1HS	5UTR	-	15	1	0	907	0.983444	0.998896
chr5	132513964	132514871	L1HS	5UTR	+	15	1	0	907	0.983444	0.998896
chr2	204996202	204997109	L1HS	5UTR	-	15	1	0	907	0.983444	0.998896
chr1	104775373	104776280	L1HS	5UTR	-	15	1	0	907	0.983444	0.998896
chr9	95697583	95698483	L1HS	5UTR	+	10	1	7	900	0.988962	0.993377
chr14	58032540	58033446	L1HS	5UTR	+	12	2	2	906	0.986755	1
chr5	152891581	152892475	L1HS	5UTR	-	8	1	13	894	0.99117	0.986755
chr6_GL000253v2_alt	4034194	4035102	L1HS	5UTR	+	14	2	0	908	0.984547	0.997792
chrX	73380981	73381889	L1HS	5UTR	+	14	2	0	908	0.984547	0.997792
chrY	3443549	3444455	L1HS	5UTR	+	14	1	1	906	0.984547	1
chr1	239628623	239629525	L1HS	5UTR	-	12	1	5	902	0.986755	0.995585
chr10	19093712	19094620	L1HS	5UTR	-	14	2	0	908	0.984547	0.997792
chrX	66185824	66186730	L1HS	5UTR	-	14	1	1	906	0.984547	1
chr6_GL000252v2_alt	3859796	3860704	L1HS	5UTR	+	14	2	0	908	0.984547	0.997792
chr4	55619153	55620058	L1HS	5UTR	+	14	1	2	905	0.984547	0.998896
chr2	129686131	129687026	L1HS	5UTR	-	9	1	12	895	0.990066	0.987859
chr12	54788572	54789477	L1HS	5UTR	+	14	1	2	905	0.984547	0.998896
chr4	128213789	128214686	L1HS	5UTR	+	10	1	10	897	0.988962	0.990066
chr5	137049762	137050661	L1HS	5UTR	-	11	1	8	899	0.987859	0.992274
chr4	106576168	106577073	L1HS	5UTR	-	14	1	2	905	0.984547	0.998896
chr1	104848960	104849865	L1HS	5UTR	-	14	1	2	905	0.984547	0.998896
chr10	98788066	98788973	L1HS	5UTR	-	16	1	0	907	0.98234	0.998896
chr6	44870634	44871541	L1HS	5UTR	+	16	1	0	907	0.98234	0.998896
chr4	93613433	93614340	L1HS	5UTR	-	16	1	0	907	0.98234	0.998896
chrX	64018381	64019288	L1HS	5UTR	-	16	1	0	907	0.98234	0.998896
chr2	180838786	180839690	L1HS	5UTR	-	13	1	3	904	0.985651	0.997792
